rowno,category,title,content,count,start,end
20,교육,교육공무직원과 방과후학교·돌봄교실의 법적 근거 마련을 위한 교육관련법 개정에 관한 청원,"1. 「초중등교육법」, 「지방교육자치에 관한 법」 개정으로 교육공무직 법적 신분 명시.
- 초중등교육법 제19조 제②항을 개정 
 : 전체 교직원의 상당수를 차지하는 ‘교육공무직원’의 법적 신분을 보장하고, 대통령령, 조례 등 하위 법령에서 교육공무직원의 범위와 채용, 정원, 배치 기준 등을 정할 수 있는 근거를 마련함.
- 초중등교육법 제20조 개정
 : 교직원의 임무에 “그 밖의 사무”가 아닌 “급식, 교육복지 등의 업무”도 구체화시켜서 교육공무직원의 역할을 명시함.
 : 법령으로 정하지 못한 임무나 법령으로 정해졌으나 업무범위가 불분명한 경우 우선 “민주적 협의”를 통해 정하도록 하고, 협의해서 정하지 못 하는 경우 관할청이 정하도록 규정함.
 : 구시대적인 교장의 ‘통할(모두 거느려 다스리다)’ 문구를 ‘총괄’로 개정. 
- 지방교육자치법 제 33조 개정 
 : 교육청 소속 학교와 교육기관 등에 근무하는 공무원이 아닌 직원으로 교육공무직원을 둘 수 있도록 규정하고, 교육공무직원의 정원, 채용, 복무 등에 관한 기준을 마련하도록 함.

2. 방과후학교(돌봄교실 포함)의 법적 근거 마련.
- 초중등교육법 제23조의 2 신설
  : 20대 국회와 2020. 5. 19. 정부에서 입법예고 한 개정안대로, 초중등교육법에 방과후학교(돌봄교실 포함)의 법적 근거 조항은 마련해, 방과후학교에 대한 기준과 행정적·재정적 지원 계획을 수립·시행하도록 함.",100000,2020-10-19,2020-11-15
21,보건의료,낙태죄 전면 폐지와 여성의 재생산권 보장에 관한 청원,"낙태죄로 인해 대한민국 여성은 자신이 아이를 언제 어떻게 낳아 키울지, 혹은 낳지 않을지 결정할 권리가 없다. 이에 헌법재판소는 2019년 4월 11일, 낙태죄가 “임신한 여성의 자기결정권을 제한하고 있어 침해의 최소성을 갖추지 못했고 태아의 생명보호라는 공익에 대해서만 일방적이고 절대적인 우위를 부여해 임신한 여성의 자기결정권을 침해했다""고 판단했다.

낙태죄는 여성의 건강에도 엄청난 해악을 끼친다. 대한민국은 WHO에서 효능과 안전성을 인증한 유산유도제 ‘미프진’을 아직도 수입하지 않으며, 식약처는 약물 수입을 위한 안전성 검사를 의뢰한 제약 회사가 없다는 이유로 수입 허가를 진행하지 않고 있다. 이러한 상황에서 불법 및 가짜 약물 거래가 성행하고 있다(이상곤, “불법 낙태약 판매 기승… 낙태약 처방 도입해야”, <YTN>, 2020.5.14). 또한, 지금까지 임신중단이 불법이었기 때문에 대한민국의 의료인들은 임신중단 시술 방법을 교육받지 않았다(윤정원 외, 「배틀 그라운드: 낙태죄를 둘러싼 성과 재생산의 정치」, 후마니타스(2018)). 현재 대한민국에서 행해지는 임신중단 시술은 구시대적이며 자궁 천공의 위험이 있는 소파술을 주로 사용한다.

낙태죄는 여성들을 경제적으로도 핍박한다. 대한민국 여성이 선택할 수 있는 임신중단 방법들은 터무니없이 값비싸다. 인터넷에서 유통되는 불법 약물은 임신 7주 이하는 36-39만 원, 7주 이상은 55-59만 원 선에 가격이 형성되어 있다(설상미, “낙태약 ‘미프진’ 비밀거래 고발”, <일요시사>, 2020.4.22). 또한, 음지에서 이루어진 임신중절 수술 비용은 30-50만 원 미만 41.7%, 50-100만 원 미만 32.1%로 그 범위가 넓었는데, 이는 ‘부르는 게 값’이었던 현실을 보여준다(한국보건사회연구원, 「인공임신중절 실태조사」(2018)). 이는 연령이 낮은 미혼들에게 더욱 큰 부담이 된다.

헌법재판소는 낙태죄 조항을 헌법불합치로 판결하고 2020년 12월 31일을 법 개정 시한으로 정했다. 3개월도 채 남지 않은 2020년 10월 현재까지도 정부 부처는 임신주수에 따른 선별적인 낙태 허용을 거론하며 여전히 여성의 몸에 대한 주권을 침해하려 한다. 이에 우리는 다음과 같은 정책을 제안한다.

1. 낙태죄를 전면 폐지하고 법의 관점을 여성의 성, 재생산권으로 전환하라.
- 모자보건법 제14조와 임신중단 여성 및 의료인에 대한 처벌을 전면 폐지하라.
- 모자보건법을 여성아동건강법으로 법률의 관점을 전환하라.
- 모자보건법 제1조 ‘모성’을 ‘여성’으로 변경하라.
- 법률과 공식 문건에서 부정적 인식을 조장하는 ‘낙태’ 대신 ‘임신중단’ 혹은 ‘임신중지’로 용어를 변경하라.

2. 인공임신중단 의료의 안전성과 경제성을 보장하라.
- 가짜 피임약 판매자 처벌 강화를 위해 경찰의 함정수사를 허용하고 가짜 약 판매 적발 시 생명 위협과 동일한 수준의 처벌을 받는 법안을 제정하라.
- 임신중단 유도약(미프진) 수입허가를 위한 식약처 안전성 검사를 시행하여 국내에 미프진을 도입하고 국내 피임약 가격 수준으로 보급하라.
- 국민건강보험 보장 범위에 인공 임신중단 수술을 10% 자부담 항목으로 포함하라.
- 소파법 이외의 안전하고 비용 부담이 적은임신중단 수술 방법의 연구개발을 지원하라.
- 인공 임신중단 의료 시 안전성 관련 상세 내용에 대한 고지 의무를 법제화하라.",100000,2020-10-05,2020-11-03
22,기타,4.16세월호참사 관련 박근혜 전 대통령 기록물 공개 결의에 관한 청원,"4.16세월호참사 당시 대통령 비서실, 대통령 경호실, 국가안보실 등에서 세월호참사의 발생 및 사후 대응 등을 위해 생산 및 접수한 문서와 그 목록을 국회에 제출하여 공개하도록 국회가 결의할 것을 청원합니다. 

1. 공개 대상
2014년 4월 16일 세월호참사 발생 직후부터 박근혜 전 대통령의 파면 이전까지 세월호 참사의 발생부터 구조 수습 및 진상규명 등 사후조치에 대한 대통령 기록물로서
1) 대통령 비서실, 경호실, 국가안보실에서 생산하거나 접수한 문서(전자문서, 녹취 포함)와 그 목록
2) 박근혜 전 대통령이 청와대 내부와 관련 부처에 내린 직접적인 명령 또는 대통령 비서실과 경호실, 국가안보실의 주요 고위공직자 지시 전달 사항에 관한 문서와 목록이 공개되어야 합니다. 
 
2. 공개 범위
해당 기록과 문서들은 국회의원 외에도 국회가 제정한 특별법에 따라 구성된 사회적참사특별조사위원회와 이 위원회 자문자격을 가진 피해자들에게도 공개되어야 합니다. ",100000,2020-10-06,2020-10-31
23,정치/선거/국회운영,공무원ㆍ교원 정치기본권 보장 관련 법률 개정에 관한 청원,"※ 법률 개정 청원 주요 내용
1. 정당법 : 제22조(발기인 및 당원의 자격) 공무원 제외 단서 삭제
2. 공직선거법 : 제9조(공무원의 중립의무 등) 공무원의 지위 및 직무 관련만 정치 중립
3. 정치자금법 : 제8조(후원회의 회원), 제22조(기탁금의 기탁) 공무원 제외 단서조항 삭제
4. 국가공무원법 : 제65조(정치 운동의 금지), 제66조(집단행위의 금지) 삭제
5. 지방공무원법 : 제57조(정치 운동의 금지), 제58조(집단행위의 금지) 삭제

대한민국헌법 제7조는 ‘공무원은 국민전체에 대한 봉사자이고, 국민에 대한 책임을 지며, 공무원의 신분과 정치적 중립성은 법률이 정하는 바에 의하여 보장된다’고 규정하고 있습니다.

공무원의 정치중립 의무 규정은 1960년 3월 15일 정·부통령 선거에 공무원이 노골적으로 관권선거에 동원되어 선거 부정이 극에 달해 이에 분노한 학생과 시민에 의해 4.19 혁명을 완성하며 공무원을 정치적 홍보 도구로 악용해왔던 자유당 이승만 정권에 대하여 반성하고, 공적 업무를 수행하는 과정에서 특정 정치집단이나 세력을 대변하거나 이해관계 반영에 따른 문제들을 차단하기 위하여 1960.06.15. 헌법 조문을 신설하였습니다.

즉 업무수행에 중립을 유지할 수 있도록 하는 헌법 조문임에도 불구하고 현실에서는 이를 역해석하여 공무원법, 공직선거법 등 각종 법률로 공무원ㆍ교원의 표현의 자유와 정치적 기본권 행사를 원천적으로 봉쇄하고 있어 이는 헌법이 보장하는 국민의 기본권을 본질적으로 침해하는 것이기에 UN, ILO 등 국제단체는 물론 헌법재판소, 국가인권위 등에서도 이를 시정할 것을 촉구 하고 있습니다.

국제적 사례를 살펴봐도 영국, 독일, 프랑스, 캐나다, 호주, 오스트리아, 뉴질랜드, 덴마크, 스위스, 심지어 일본까지 공무원ㆍ교원의 정치적 자유가 폭 넓게 인정되고, 어느 나라도 공무원ㆍ교원이 정당에 가입하거나 정당 활동을 했다는 이유로 형사처벌을 받거나 징계를 받지 않습니다. 프랑스는 공무원ㆍ교원 신분을 보유한 채 국회의원 활동을 하다가 공무원ㆍ교원으로 복귀할 수 있고, 국회의원 재직기간은 공무원ㆍ교원 경력으로 환산됩니다.

공무원ㆍ교원도 국민입니다. 공무원ㆍ교원도 기본권의 주체인 국민의 한 사람으로서 직무와 관련된 경우가 아니라면 온전하게 정치적 기본권을 향유할 수 있어야 합니다.",100000,2020-10-13,2020-11-04
24,기타,4.16세월호참사 진상규명을 위한 '사회적 참사의 진상규명 및 안전사회 건설 등을 위한 특별법' 개정에 관한 청원,"<<개정 요지>>
1. 사회적참사특별조사위원회의 활동기간 연장 
2. 4.16 세월호 참사 관련 범죄의 공소시효 정지 
3. 사회적참사특별조사위원회의 조사인력 정원 확대 
4. 사회적참사특별조사위원회에 사법경찰권(수사권) 부여 
5. 사회적참사특별조사위원회의 활동 기록물 이관 근거 규정 마련 

<<개정 내용>>
1. 사회적참사특별조사위원회(이하 사참위)의 활동기간을 연장해야 합니다. 
- 그동안 조사대상인 세월호참사 전후 박근혜 대통령의 직무 적정성에 대한 자료가 대통령지정기록물로 봉인되어 자료 조사가 불가능하였으며 국가정보원, 군 등의 자료에 대한 접근도 사실상 불가능하였습니다. 
- 이런 한계에도 불구하고 사참위는 조사 결과를 기초로 9건의 수사를 의뢰했고, 세월호 CCTV DVR 데이터 조작 등을 발견하여, 국회와 대통령에게 특별검사 임명을 요청하였습니다. 
- 사참위가 특별검사와 협력하여 침몰 원인, 구조 방기 등의 진상을 성역없이 밝히고 종합적인 생명안전대책을 수립하기에는 절대적 시간이 부족합니다. 
- 3개월로 제한된 종합보고서 작성기간 역시 방대한 조사자료를 시민과 정책입안자들이 안전사회 건설에 활용하기에 최적화된 형태로 정리/편집/발행하기에는 불충분합니다. 
- 그러므로 2020년 12월로 만료되는 사참위의 조사활동 기간을 1년 연장(2021년 12월까지)하고 필요할 경우 다시 1년을 추가 연장할 수 있도록 개정해야 합니다. 종합보고서 작성 기간도 현행 3개월이 아니라 6개월로 개정해야 합니다. 

2. 4.16세월호참사 관련 범죄의 공소시효를 정지해야 합니다. 
- 4.16세월호참사 진상규명 과정에서 박근혜 정부의 탄압으로 제 1기 특별조사위원회가 강제해산되어 진상규명이 사실상 불가능하였습니다. 그런데도 4.16세월호참사에 책임 있는 자들의 범죄행위에 관한 공소시효는 진행되었습니다. 
- 사참위가 세월호 참사에 책임 있는 자들의 범죄행위를 철저히 밝혀내고 책임자들에 대한 처벌이 가능하도록 4.16세월호참사 관련 범죄의 공소시효는 정지되어야 합니다.
- 공소시효 정지 기간은 제1기 특별조사위원회의 강제해산으로 진상규명 활동을 할 수 없었던 기간(2015. 1. 1.~2016. 8. 30.)과 사참위가 책임있는 자들에 대한 진상규명을 철저히 밝혀낼 수 있는 기간(2018. 12. 10. 조사개시결정~조사활동 종료 시)이어야 합니다.  
 
3. 사회적참사특별조사위원회의 조사인력 정원을 확대해야 합니다. 
- 사참위의 조사대상은 4.16세월호참사와 가습기살균제참사 등 2개의 대형참사로 확대되어 조사인력이 부족한 상태로 활동해 왔으므로 정원을 현행 120명에서 30명 이상 확대해야 합니다. 
 
4. 사회적참사특별조사위원회에 사법경찰권(수사권)을 부여해야 합니다. 
- 사참위 조사에 불응하거나 비협조하는 사례가 많아 진상규명에 큰 장애가 되고 있으므로 사법경찰권을 부여하여 강제수사가 가능하도록 해야 합니다.

5. 사회적참사특별조사위원회의 활동 기록물이 4․16재단 등에 이관될 수 있는 근거 규정을 두어야 합니다.
- 사참위 활동으로 생산된 기록의 이관에 관한 규정을 신설해 4.16재단 등에 그 사본을 이관할 수 있도록 함으로써 416세월호참사 관련 피해자와 후속 연구자가 보다 용이하게 기록에 접근할 수 있도록 해야 합니다. ",100000,2020-10-06,2020-10-31
25,보건의료,태아 생명을 보호하는 낙태법 개정안 요청에 관한 청원,"태아 생명을 보호하는 국가적 의무를 다하는 낙태법 개정안 제정을 촉구합니다.

●14주 이내 조건없는 낙태허용은 전면 낙태허용과 마찬가지입니다.
  최소한 심장박동이 감지되는 태아의 생명은 보호해야 합니다.

●기준도 없는 사회경제적 사유로 인한 낙태 허용은 반대합니다.
  산모의 건강과 강간을 제외한 어떠한 낙태도 반대합니다.

●철저한 임상결과와 약물 처방에 대한 명확한 규정 없는 약물낙태를 반대합니다.

●부모 동의 없는 미성년자 낙태를 반대합니다.

●미래의 국민인 태아보호를 위한 구체적인 대안과 정책을 5년마다 각 부처에서 계획안을 만들어 국무회의에  보고해 주십시오. 

● 생명존중을 위해 대통령의 특별담화를 요구합니다.",100000,2020-11-30,2020-12-26
26,외교/통일/국방/안보,여성 의무 군복무에 관한 「병역법」 개정에 관한 청원,"●현재 대한민국은 저출산, 고령화 사회로 진입했고, 지난해 한국의 출산율이 0.84명으로 전세계 최저를 기록했습니다. 이러한 상황에서 건강한 남성들로만 군대 머릿수를 채우기는 힘들 것으로 보입니다. 그런데 병무청은 군대 머릿수를 채우려고 군대에 보내지 말아야 할 몸이 불편한 남성들까지도 군대에 보내려고 하고 있습니다. 2013년부터 군대 현역 판정률이 90% 이상입니다. 이러면 군대가 질적으로 괜찮겠습니까? 몸이 아픈 남성들보다 건강한 여성이 전쟁에서 전투병으로서의 적합도가 더 높을 겁니다. 즉, 아픈 남성들을 억지로 군대에 보내는 것보다, 건강한 여성들을 군대에 보내는 게 질적으로나 양적으로나 더 좋을 것입니다.

● [헌법 제2장 국민의 권리와 의무 제39조  ①모든 국민은 법률이 정하는 바에 의하여 국방의 의무를 진다.
  ②누구든지 병역의무의 이행으로 인하여 불이익한 처우를 받지 아니한다.] 

헌법에도 국방의 의무는 모든 국민이 진다고 나와 있습니다. 근데 여자들은 군 복무는 안 할 뿐더러, 국방세라는 것도 내지 않습니다. 대한민국 건국 일인 1948.08.15 부터 지금까지 병역의 의무를 유예한 거 뿐입니다. 언제라도 병역법 개정을 통해서 여성도 군 입대 하는 거로 바꿀 수 있습니다. 

●[여성 징병제를 도입에 대한 찬성이 절반을 넘었다.  
KBS가 16일 보도한 여론조사에서 응답자의 52.8%는 여성 징병제 도입에 찬성한다고 답했다. 반대한다는 답변은 35.4%였다.(2020.10.17 00:23 중앙일보)] 

●대한민국은 현재 북한과 전쟁 중입니다. 휴전협정을 맺은 것일 뿐, 언제라도 북한이 쳐들올 수 있는 상황입니다. 이러한 상황이니 여자들도 전쟁이 불시에 일어나도 북한과 싸울 수 있는 능력이 필요합니다. 

●남성과 여성의 신체적 차이는 당연히 있습니다. 그러나 그것이 그렇게 큰 차이는 없을 거라고 봅니다. 여군ㆍ여경ㆍ여소방관이 있는 이유도 같은 거라고 봅니다. 남성과 여성의 신체적 차이가 크면 군인ㆍ경찰ㆍ소방관 같이 힘을 써야되는 직업에 여자들이 있었겠습니까?

●북한ㆍ중국ㆍ이스라엘 등 여러 나라에서도 여성징병제가 시행되고 있습니다. 

●[병역법 제1장 총칙 제3조(병역의무) ① 대한민국 국민인 남성은 「대한민국헌법」과 이 법에서 정하는 바에 따라 병역의무를 성실히 수행하여야 한다. 여성은 지원에 의하여 현역 및 예비역으로만 복무할 수 있다.  <개정 2011. 5. 24., 2019. 12. 31.> 

위의 병역법에서 '여성은 지원에 의하여ㆍㆍㆍ' 이 부분을 삭제하고, '대한민국 국민인 남성은ㆍㆍㆍ'  이 부분을 '대한민국 국민인 남성과 여성은ㆍㆍㆍ'라고 개정해야 됩니다.",100000,2021-04-22,2021-05-14
27,재난/안전/환경,낚시행위 제한 근거 조항 개정에 관한 청원,"위 두 법은 다양한 기관에서 연구 분석한 자료들을 참조하면 결코 법의 제정이나 개정 취지와는 배치되는 법률조항임을 알 수 있습니다.

2020. 3. 20. 충남연구원 물환경연구센터에서 “중점관리 저수지(예당호) 수질개선계획 수렴 연구 (2020일반-96)”을 참조하면 전체 오염원 중 비점오염원인 축산업계, 생활계, 산업계, 토지계 등의 오염이 전체 중 99%에 달하고 있으며,

2015. 2. 8. 한국낚시업중앙회의 요구로 해양수산부에서 주관하고 ○○○대 ○○○ 박사팀의 “낚시터 수질관리방안 연구”에서도 “낚시는 저수지 오염에 미치는 영향이 적으며 관리낚시터로 운영되었을 때 오히려 수질이 개선되는 효과가 있다.”라는 보고서가 제출되었습니다. 

낚시는 환경오염 예방 및 수질과 생태계 보호에 힘쓰는 자연친화적인 전국민이 가장 많이 즐기는 취미이자 레저로 자리매김하고 있다는 것은 낚시인들이 낚시터 보존을 위해 자신들의 비용으로 주변 정화활동등의 노력을 통해 충분히 짐작할 수 있습니다. 

그럼에도 전국 각 지자체들은 위 두 법을 악용하여 마치 낚시로 인해 수질과 환경이 훼손되는 것으로 포장하여 환경부의 “2022년도 국고보조사업 신청지침에 따라 수질오염총량제”의 희생량으로 몰아가며 낚시를 금지시키고 있는 실정입니다.

그러나, 위 낚시금지는 현행 국가정책으로 해양수산부, 문화체육관광부, 중소벤처기업부 등에서 전 국민의 여가 활동을 통해 국내외로 소비 시장이 커지고 있는 레저산업을 활성화 시키기 위해 매년 수 많은 연구비와 지원금을 세금으로 집행하며, 신산업 성장동력원으로 개발 지원하고 있음을 통해 알 수 있으나, 각 지자체 공무원들은 위와 같은 낚시인들과 정부의 노력에도 불구하고 국가 정책에 역행하여 오히려 신산업인 레저산업을 파괴하고 있으며, 

자자체 공무원들이 각 호수나 저수지등에 쓰레기 분리수거 및 수질오염 위해 시설의 단속등의 업무를 수행하여야 함에도 불구하고 “예산이 없다.”, “관리나 단속인력이 없다.”는 등의 이유로 쓰레기 분리수거나 수거를 위한 쓰레기통 및 화장실등을 방치 또는 철거하는등의 직무유기 행위를 하면서 대한민국 헌법 제7조 “① 공무원은 국민전체에 대한 봉사자이며, 국민에 대하여 책임을 진다.”, 지방공무원법 제48조(성실 의무) “모든 공무원은 법규를 준수하며 성실히 직무를 수행하여야 한다.”, 지방공무원 적극행정 운영규정 제2조(정의) “2. ""적극행정""이란 지방자치단체의 공무원이 불합리한 규제를 개선하는 등 공공의 이익을 위해 창의성과 전문성을 바탕으로 적극적으로 업무를 처리하는 행위를 말한다.” 라고 규정하고 있는 공무원의 적극행정은 무시하고 현행 지자체 공무원들이 해서는 안될 소극행정을 넘어 자신들의 무능을 낚시인들에게 덮어씌우는 비도덕적인 행태를 이어가고 있는것입니다.

낚시인들은 더 이상 후진국의 몰지각한 사고를 가진 국민들이 아니며 일부 몰지각한 국민이 있더라도 다수의 선량한 낚시인들이 위에서 언급한 헌법에서 보장하는 각 기본권으로부터 적극 보호받아야 할 것이므로 위 두 법은 삭제 내지는 현실에 맞게 이해관계자들의 논의를 통해 개정됨으로서 억울하게 환경파괴와 수질오염의 주범이라는 누명을 쓰고 긴 시간 낚시라는 취미활동을 영위해 온 낚시인들의 기본권 보장 및 낚시산업이라는 신산업의 활성화등에 이바지해야 할 것입니다.",100000,2021-04-27,2021-05-25
28,수사/법무/사법제도,국가보안법 폐지에 관한 청원,"2021년 지금, 국가보안법이 아직도 우리 사회를 규율하고 있습니다. 1948년 일제의 치안유지법을 근거로 급조해 만든 법률, 특수한 상황에서 임시적으로 제정된 법률이 70년이 넘도록 형사특별법으로 기능하고 있습니다.

중앙정보부·국가안전기획부·국가정보원으로 이어지는 국가비밀정보기구와 경찰의 치안본부·보안수사대, 검찰의 공안부 등은 국가보안법위반 사건 수사를 명목으로 수많은 간첩조작 및 민간인사찰 행위를 해왔고 지금도 재심사건들을 통하여 불법수사·인권침해가 확인되고 있습니다. 

김대중 전 대통령도 5.18항쟁의 배후조종자로 지목되어 전두환 군부에 의해 사형선고를 받기도 했던 그 법이 바로 국가보안법입니다. ‘체제’의 안전이 아닌 ‘정권’의 유지·연장이 목적이었습니다. 독재권력에 저항하는 민주인사를 고문과 조작으로 가두었고, 형장의 이슬로 사라지게 했던 것이 바로 국가보안법입니다.

민중가요를 불렀다고 유죄판결을 선고받았습니다. 남·북의 젊은 청춘들의 극적 이야기를 소재로 한 드라마 ‘사랑의 불시착’이 북한 사회를 미화한다고, 지역 문화행사에서 북한 관련 시를 낭송한 것이 북 체제를 찬양했다고, 평화적 통일과 화해 정책을 추진하는 대통령이 간첩행위를 하는 것이라고, 수사기관에 고발장들이 접수되는 것도 국가보안법 때문입니다. 이제는 이러한 희극적 비극의 상황을 끝내야 합니다.

국가보안법 폐지 없이 종교와 양심의 자유도, 조봉암 당수 사건과 이석기 전 의원 사건 등 진보적 정치활동도, 시민들의 노동기본권과 정치적 자유도 보장받을 수 없으며, ○○○·○○○ 화가와 수많은 문인들의 사건처럼 창조적인 예술활동도 보장받을 수 없습니다.

유엔 인권이사회는 1992년, 1999년, 2005년에 각각 국가보안법 폐지를 권고했고, 유엔자유권규약위원회, 국제앰네스티 등 국제사회는 지속적으로 대한민국 정부를 향해 국가보안법 폐지를 권고해 왔습니다. 뿐만 아니라 우리나라의 국가인권위원회에서도 2004년 국가보안법 폐지를 권고 했고 2006년부터 2020년까지 지속적으로 국가인권정책기본계획에 국가보안법 폐지를 강력권고하였습니다

정권유지의 수단으로, 표현의 자유·사상의 자유를 억압하는 도구로, 차별과 배제·혐오를 조장하고, 민주주의 질서를 부정하는 기제로, 민족의 화해와 평화통일에 역행하는 제도로 이용되어 온 국가보안법은, 더 이상 우리 사회에서 자리 잡아서는 안 됩니다.

이에 ‘국가보안법 폐지’를 청원합니다.

-정보통신망 이용촉진 및 정보보호 등에 관한 법률 제44조의3(임의의 임시조치)제1항에 따라 청원서의 일부 내용이 관리자에 의해 수정되었습니다.",100000,2021-05-10,2021-05-19
29,수사/법무/사법제도,국가보안법 폐지 반대에 관한 청원,"국민이 요즘 같이 안보에 대해 불안한 적이 없을 정도로 불안하기 짝이 없는 시절을 보내면서 위태로움 속에 하루하루를 살아가고 있습니다. 
수명이 매일매일 줄어드는것 같습니다. 
이런 와중에 국가보안법폐지에 대한 국회청원댓글부대를 모집하는 전교조 공지사항을 보게 되었습니다. 
참교육을 목적으로 결성된 전교조가 이런 정치적인 단체행동을 한다는것이 어처구니가 없습니다. 
교사 개개인이 정치적 행동을 해도 안된다고 생각하는데 단체로 댓글부대 모집까지 독려하며, 무슨 이유에서인지 국가의 안보를 위협하는 국가보안법폐지에 앞장서고 있습니다. 
이런 정치적인 단체의 행동방향이 교육과 무슨 관계가 있으며, 이런 정신상태로 국가 교육의 미래를 책임질 수 있겠습니까? 
국가보안법 폐지를 반대합니다.

https://www.eduhope.net/bbs/board.php?bo_table=maybbs_eduhope_8_18&wr_id=224418&menu_id=",100000,2021-05-13,2021-06-09
30,인권/성평등/노동,차별금지법 제정에 관한 청원,"안녕하십니까, 저는 2020년 11월 16일 진행된 ○○○○ 하반기 신입사원 채용의 성차별 면접 피해자입니다. 그날로부터 약 6개월이 지난 오늘, 저는 대한민국 국회에 차별금지법 제정 요구를 위한 청원서를 제출하고자 펜을 잡았습니다. 글을 시작하기에 앞서, 저는 본 청원의 목적이 저의 억울함을 호소하거나, 소급입법을 통해 해당 기업에 중한 형사 처벌을 요구하는 데에 있지 않고, 양심을 가진 시민으로서의 도덕을 실천하고자 하는 데에 있다는 점을 분명히 밝히고자 합니다. 

저는 평범한 20대 사회 초년생 직장인입니다. ‘평범’이라는 단어를 사용하기는 하였으나, 사실 저는 그 ‘평범’이라는 것이 무엇인지 잘 알지 못합니다. 국가로부터 약탈당했기 때문입니다. 두 달 전까지만 해도 ‘평범’한 삶을 살던 저는, 우연을 가장한 필연으로 각 부처의 장관을 움직이게 하는 거대한 사건의 주인공이 되었습니다. ‘남들과 비슷’하게, 그러니까 ‘평범’하게 살고 싶다는 소박한 소망으로 만 25년간 쌓아온 공든 소망의 탑은 사건과 동시에 무너지고 말았습니다. 그리고 제가 ‘평범’을 빼앗김으로써 부도덕한 사회의 얼굴에 새빨간 경고장을 붙이는 ‘비범’한 인간이 될 때, ‘평범’을 빼앗김으로써 다른 의미로 ‘비범’한 인간이 된 사람들이 있습니다. ‘인간다운 생활을 할 권리’를 가져보지조차 못한, 우리가 흔히 말하는 사회적 약자인 이주민, 성소수자, 비정규직, 장애인, 저학력, 청소년, 여성들입니다.  

저는 만 25년 인생의 대부분을 기득권으로 살았습니다. 유복한 한국인 부모님 밑에서 태어나 서울과 해외에서 거주하였고, 서울에 있는 4년제 대학을 졸업하였으며, 이성애자이자 비장애인이자 정규직이기 때문입니다. 그런데 저는 6개월 전, 이 모든 권력이 단지 저의 성별을 이유로 힘없이 바스러지는 경험을 했습니다. 그때 다시 깨달았습니다. 모든 권력은 상대적이기에 나 또한 언제든 약자, 즉 배척과 혐오의 대상이 될 수 있다는 것을 말입니다. 이는 저 혼자만의 경험이 아니었습니다. 아이비리그를 졸업한 제 친구 ○○○는 동성애자라는 이유로 면접에서 고배를 마셔야 했고, 대기업에 다니는 ○○○는 아이와 함께라는 이유로 여러 식당에서 출입을 거부당했습니다. 그리고 이 둘은 제게 말합니다. 미국으로 돌아갈 것이라고, 한국에서 아이 낳지 말라고, ‘탈조선’하라고 말입니다.

차별 금지법에 대한 논의가 시작될 때마다 국회는 늘, “사회적 합의가 필요하다”라는 말을 되풀이합니다. 틀렸습니다. 2020년 국가인권위원회가 실시한 국민인식조사나 그 외 여론조사를 살펴보더라도, 차별 금지법에 대한 국민들의 인식은 매우 긍정적으로 변화하고 있습니다. 국민이 국회의 인식을 따라가지 못하는 것이 아니라, 국회가 국민의 인식을 따라오지 ‘않는’ 것입니다. 역사와 연구와 현실이, 차별과 혐오의 제거가 국가 발전의 필수 조건임을 보여줌에도, 국회는 자신들의 나태함을 사회적 합의라는 핑계로 외면하고 있습니다. 명백한 직무유기입니다. 

제게, 그리고 우리에게 ‘평범’을 앗아간 국회는 직무유기를 멈추고 이제 답하십시오. 만25년의 인생에서 그토록 원하던 ‘평범’을 빼앗기고도 조국에 대한 사랑을 버리지 못하고 이렇게 읍소하는 파랗게 뜨거운 청년의 목소리를 들으십시오. 더 이상 미룰 수 없습니다. 

차별 금지법, 바로 지금입니다. 


",100000,2021-05-24,2021-06-14
